ORF,Gene,Description,Control Median,Control STD,control Localization,DTT Median,DTT STD,DTT FoldChange,Significance DTT,DTT Localization,H2O2 Median,H2O2 STD,H2O2 FoldChange,Significance H2O2,H2O2 Localization,Starvation Median,Starvation STD,Starvation FoldChange,Significance Starvation ,Starvation Localization,Pup2-DAmP,MA3 Median,MA3 STD,MA3 FoldChange,Significance MA3 ,MA3 Localization
YAL018C,YAL018C,Putative protein of unknown function,14.66,3.773354053,below threshold,14.25,4.07,0.97,0,cytosol,15.58,2.64,1.06,0,cytosol,14.52,3.13,0.98,0,cytosol,below threshold,15.34373725,1.644930541,1.045685033,0,below threshold
YDR254W,CHL4,"Outer kinetochore protein required for chromosome stability, interacts with kinetochore proteins Ctf19p, Ctf3p, and Iml3p; exhibits a two-hybrid interaction with Mif2p; association with CEN DNA requires Ctf19p",16.01,3.731920405,below threshold,18.19,6.03,1.13,0,cytosol,19.96,3.23,1.24,0,cytosol,17.25,3.41,1.07,0,cytosol,below threshold,16.830883,2.348982844,1.050386366,0,below threshold
YDL170W,UGA3,"Transcriptional activator necessary for gamma-aminobutyrate (GABA)-dependent induction of GABA genes (such as UGA1, UGA2, UGA4); zinc-finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type; localized to the nucleus",17.9,4.214852245,nucleus,18.88,6.7,1.05,0,nucleus,18.76,3.26,1.04,0,nucleus,19.57,3.71,1.09,0,nucleus,nucleus,17.22136775,2.907870974,0.961636434,0,nucleus
YDL022W,GPD1,"NAD-dependent glycerol-3-phosphate dehydrogenase, key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osmolarity glycerol response pathway; homolog of Gpd2p",16.47,4.766538245,below threshold,15.17,4.42,0.92,0,cytosol,14.72,3.44,0.89,0,cytosol,20.26,9.78,1.23,0,cytosol,below threshold,17.334117,2.641442911,1.051923281,0,below threshold
YOR341W,RPA190,RNA polymerase I subunit; largest subunit of RNA polymerase I,16.57,3.470310048,below threshold,15.89,6.66,0.95,0,cytosol,18.65,4.58,1.12,0,cytosol,16.07,2.81,0.96,0,cytosol,below threshold,19.570257,2.334517774,1.180351655,0,below threshold
YNL231C,PDR16,"Phosphatidylinositol transfer protein (PITP) controlled by the multiple drug resistance regulator Pdr1p, localizes to lipid particles and microsomes, controls levels of various lipids, may regulate lipid synthesis, homologous to Pdr17p",18.8,4.938674683,cytosol,19.42,5.71,1.03,0,cytosol,22.89,4.4,1.21,0,cytosol,25.77,4.77,1.36,0,cytosol,cytosol,18.6859375,2.456895734,0.993166509,0,cytosol
YDR366C,YDR366C,Putative protein of unknown function,18.28,4.059518735,below threshold,15.75,5.86,0.86,0,cytosol,15.42,3.45,0.84,0,cytosol,16.95,2.77,0.92,0,cytosol,below threshold,17.00470075,3.688326217,0.929886563,0,below threshold
YNL276C,YNL276C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene MET2/YNL277W",16.89,4.308938496,below threshold,16.55,5.17,0.97,0,cytosol,15.89,3.78,0.94,0,cytosol,44.03,15.22,2.6,0,cytosol,below threshold,14.22766675,1.89581329,0.841776246,0,below threshold
YPL228W,CET1,"Beta (RNA 5'-triphosphatase) subunit of the mRNA capping enzyme, a heterodimer (the other subunit is CEG1, a guanylyltransferase) involved in adding the 5' cap to mRNA; the mammalian enzyme is a single bifunctional polypeptide",18.11,4.325496122,below threshold,13.76,8.09,0.75,0,cytosol,16.75,3.46,0.92,0,cytosol,14.33,2.02,0.79,0,cytosol,below threshold,19.14314,3.056765238,1.056931024,0,below threshold
YGR071C,YGR071C,Putative protein of unknown function; deletion mutant has increased glycogen accumulation and displays elongated buds; green fluorescent protein (GFP)-fusion protein localizes to the nucleus,21.03,4.802383329,nucleus,20.14,6.73,0.95,0,nucleus,20.38,3.64,0.96,0,nucleus,19.03,3.41,0.9,0,nucleus,nucleus,22.6186265,3.133940959,1.074831822,0,nucleus
YJL185C,YJL185C,"Putative protein of unknown function; mRNA is weakly cell cycle regulated, peaking in G2 phase; YJL185C is a non-essential gene",16.09,3.814207392,below threshold,18.35,6.82,1.14,0,cytosol,17.81,2.93,1.1,0,cytosol,17.86,2.28,1.11,0,cytosol,below threshold,18.6186005,2.529860754,1.156602108,0,below threshold
YIL127C,RRT14,Putative protein of unknown function; identified in a screen for mutants with decreased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis,17.45,4.067385636,nucleus,17.48,7.01,1,0,nucleus,13.73,2.17,0.78,0,nucleus,15.76,3.02,0.9,0,nucleus,nucleus,17.56280775,3.336021014,1.005929078,0,nucleus
YNL337W,YNL337W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",16.41,4.054967111,below threshold,16.37,5.98,0.99,0,cytosol,17.63,3.36,1.07,0,cytosol,15.28,3.41,0.93,0,cytosol,below threshold,14.900523,1.709233246,0.907647545,0,below threshold
YDR011W,SNQ2,"Plasma membrane ATP-binding cassette (ABC) transporter, multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species",15.52,3.659250925,below threshold,17.69,5.83,1.13,0,cytosol,15.2,3.38,0.97,0,cytosol,14.6,5.42,0.94,0,cytosol,below threshold,14.5300895,1.847328135,0.935749368,0,below threshold
YEL004W,YEA4,Uridine diphosphate-N-acetylglucosamine (UDP-GlcNAc) transporter required for cell wall chitin synthesis; localized to the ER,20.03,5.06356899,cytosol,19.08,5.87,0.95,0,cytosol,16.06,3.29,0.8,0,cytosol,16.47,2.95,0.82,0,cytosol,cytosol,19.7987645,2.309667152,0.987981786,0,cytosol
YAL042W,ERV46,"Protein localized to COPII-coated vesicles, forms a complex with Erv41p; involved in the membrane fusion stage of transport",15.66,3.676694252,below threshold,13.99,5.03,0.89,0,cytosol,15.33,3.46,0.97,0,cytosol,15.74,4.13,1,0,cytosol,below threshold,15.7445145,1.744121668,1.004793947,0,below threshold
YOR047C,STD1,"Protein involved in control of glucose-regulated gene expression; interacts with protein kinase Snf1p, glucose sensors Snf3p and Rgt2p, and TATA-binding protein Spt15p; acts as a regulator of the transcription factor Rgt1p",17.8,4.30165012,below threshold,16.71,5.92,0.93,0,cytosol,17.06,2.99,0.95,0,cytosol,14.41,2.58,0.8,0,cytosol,below threshold,18.32564725,2.862727066,1.028569595,0,below threshold
YLR202C,YLR202C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YLR201C; ORF contains a putative intron",19.2,3.912343993,cytosol,16.02,5.43,0.83,0,cytosol,17.04,3.16,0.88,0,cytosol,17.42,2.65,0.9,0,cytosol,cytosol,NA,NA,NA,NA,cytosol
YOR125C,CAT5,Protein required for ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with ubiquinone biosynthetic enzymes; required for gluconeogenic gene activation,16.97,3.976888901,below threshold,15.83,4.4,0.93,0,cytosol,16.97,3.35,0.99,0,cytosol,22.63,5.31,1.33,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YKL011C,CCE1,"Mitochondrial cruciform cutting endonuclease, cleaves Holliday junctions formed during recombination of mitochondrial DNA",16.22,4.535305497,mitochondria,18.89,5.91,1.16,0,mitochondria,21.75,4.01,1.34,0,mitochondria,30.05,8.41,1.85,0,mitochondria,mitochondria,16.70768475,3.060179224,1.029652033,0,mitochondria
YPL174C,NIP100,"Large subunit of the dynactin complex, which is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)",17.78,3.983071578,below threshold,17.78,7.16,1,0,cytosol,17.72,3.77,0.99,0,cytosol,15.72,3.61,0.88,0,cytosol,below threshold,19.13188275,3.427789216,1.075625489,0,below threshold
YGL257C,MNT2,Mannosyltransferase involved in adding the 4th and 5th mannose residues of O-linked glycans,16.51,4.212543439,below threshold,16.63,6.82,1,0,cytosol,16.99,2.74,1.02,0,cytosol,15.09,3.04,0.91,0,cytosol,below threshold,17.6081255,2.660900977,1.065918521,0,below threshold
YOR002W,ALG6,"Alpha 1,3 glucosyltransferase, involved in transfer of oligosaccharides from dolichyl pyrophosphate to asparagine residues of proteins during N-linked protein glycosylation; mutations in human ortholog are associated with disease",18,3.830794097,below threshold,15.7,5.93,0.87,0,cytosol,16.7,4.1,0.92,0,cytosol,14.1,3.31,0.78,0,cytosol,below threshold,18.3963745,2.813956199,1.02182006,0,below threshold
YKL089W,MIF2,"Kinetochore protein with homology to human CENP-C, required for structural integrity of the spindle during anaphase spindle elongation, interacts with histones H2A, H2B, and H4, phosphorylated by Ipl1p",18.04,4.587877694,punctate,19.43,14.35,1.07,0,punctate,17.95,3.42,0.99,0,punctate,17.42,7.03,0.96,0,punctate,punctate,19.370071,4.709046889,1.073623965,0,punctate
YOL035C,YOL035C,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",17.64,4.685221969,below threshold,16.78,4.59,0.95,0,cytosol,17.6,2.78,0.99,0,cytosol,15.92,2.69,0.9,0,cytosol,below threshold,15.31715025,1.887048767,0.867698775,0,below threshold
YCR020C,PET18,"Protein of unknown function, has weak similarity to proteins involved in thiamin metabolism; expression is induced in the absence of thiamin",19.63,5.464799922,below threshold,21.45,9.97,1.09,0,cytosol,14.53,3.38,0.74,0,cytosol,19.38,4.96,0.98,0,cytosol,below threshold,21.818819,6.75426873,1.111425056,0,below threshold
YGL136C,MRM2,"Mitochondrial 2' O-ribose methyltransferase, required for methylation of U(2791) in 21S rRNA; MRM2 deletion confers thermosensitive respiration and loss of mitochondrial DNA; has similarity to Spb1p and Trm7p, and to E. coli FtsJ/RrmJ",20.28,4.803221285,mitochondria,18.86,5.95,0.93,0,mitochondria,16.47,4.21,0.81,0,mitochondria,19.43,4.5,0.95,0,mitochondria,mitochondria,18.9006015,2.534266874,0.931626474,0,mitochondria
YGL072C,YGL072C,"Dubious open reading frame unlikely to encode a protein; partially overlaps the verified gene HSF1; null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2",19.36,5.090982277,below threshold,18.83,5.46,0.97,0,cytosol,19.21,3.41,0.99,0,cytosol,19.65,4.15,1.01,0,cytosol,below threshold,15.87847875,1.885694646,0.819743162,0,below threshold
YHR195W,NVJ1,"Nuclear envelope protein, anchored to the nuclear inner membrane, that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)",15.18,3.332915301,below threshold,13.13,4.57,0.86,0,cytosol,15.09,2.58,0.99,0,cytosol,14.53,3.75,0.95,0,cytosol,below threshold,15.84868375,3.200921404,1.043412409,0,below threshold
YLR308W,CDA2,"Chitin deacetylase, together with Cda1p involved in the biosynthesis ascospore wall component, chitosan; required for proper rigidity of the ascospore wall",16.37,3.672070605,below threshold,15.24,4.71,0.93,0,cytosol,16.63,2.97,1.01,0,cytosol,21.94,19.25,1.34,0,cytosol,below threshold,17.8356975,2.731238736,1.08886374,0,below threshold
YIL110W,MNI1,"Putative S-adenosylmethionine-dependent methyltransferase of the seven beta-strand family; deletion mutant exhibits a weak vacuolar protein sorting defect, enhanced resistance to caspofungin, and is synthetically lethal with MEN mutants",19.89,5.318924421,nucleus:cytosol,17.57,5.47,0.88,0,"nucleus,cytosol",21.33,4.61,1.07,0,"nucleus,cytosol",29.18,6.3,1.46,0,"nucleus,cytosol",nucleus:cytosol,21.3144865,5.144250726,1.071221957,0,nucleus:cytosol
YBR300C,YBR300C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YBR301W; YBR300C is not an essential gene",18.68,4.040740293,below threshold,14.04,9.23,0.75,0,cytosol,15.92,3.95,0.85,0,cytosol,16.48,3.77,0.88,0,cytosol,below threshold,16.6749775,2.482549398,0.891861405,0,below threshold
YIL086C,YIL086C,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",13.98,4.269067448,below threshold,15.94,5.6,1.14,0,cytosol,15.62,3.19,1.11,0,cytosol,14.1,3.01,1,0,cytosol,below threshold,14.47973475,2.03701736,1.035304254,0,below threshold
YHR004C,NEM1,"Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard",18.03,4.573500744,punctate:cytosol,20.87,6.9,1.15,0,"punctate,cytosol",19.31,3.36,1.07,0,"punctate,cytosol",NA,NA,NA,0,punctate,punctate:cytosol,18.89733675,2.82461678,1.047912545,0,punctate:cytosol
YOR161C,PNS1,"Protein of unknown function; has similarity to Torpedo californica tCTL1p, which is postulated to be a choline transporter, neither null mutation nor overexpression affects choline transport",18.63,5.919889596,cell periphery,20.1,9.96,1.07,0,cell periphery,17.32,4.09,0.93,0,cell periphery,45.13,9.66,2.42,0,cell periphery,cell periphery,17.13598725,3.346246174,0.91967668,0,cell periphery
YLL055W,YCT1,High-affinity cysteine-specific transporter with similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene,18,6.199918861,below threshold,15.22,6.24,0.84,0,cytosol,20.16,10.46,1.11,0,cytosol,116.21,32.54,6.45,0,ER,below threshold,15.641571,1.69815003,0.868745997,0,below threshold
YGL069C,YGL069C,"Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; 92% of ORF overlaps the uncharacterized ORF YGL068W; deletion in cyr1 mutant results in loss of stress resistance",18.31,4.218939773,below threshold,18.81,7.2,1.02,0,cytosol,16.45,3.29,0.89,0,cytosol,18.35,2.59,1,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YDR030C,RAD28,"Protein involved in DNA repair, related to the human CSA protein that is involved in transcription-coupled repair nucleotide excision repair",16.25,4.11515354,below threshold,18.27,7.21,1.12,0,cytosol,15.27,3.34,0.93,0,cytosol,14.2,2.11,0.87,0,cytosol,below threshold,18.721071,3.199705325,1.150974324,0,below threshold
YIR005W,IST3,"Component of the U2 snRNP, required for the first catalytic step of splicing and for spliceosomal assembly; interacts with Rds3p and is required for Mer1p-activated splicing",19.03,3.475547908,below threshold,17.41,5.86,0.91,0,cytosol,16.83,3.61,0.88,0,cytosol,15.02,2.37,0.78,0,cytosol,below threshold,16.5923565,2.133221202,0.871378269,0,below threshold
YPL062W,YPL062W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YPL062W is not an essential gene; homozygous diploid mutant shows a decrease in glycogen accumulation",19.91,3.818941934,cytosol,15.16,4.92,0.76,0,cytosol,14.07,3.37,0.7,0,cytosol,15.53,3.23,0.77,0,cytosol,cytosol,16.511161,2.106659823,0.828898189,0,cytosol
YKR001C,VPS1,"Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, late Golgi-retention of some proteins, regulating peroxisome biogenesis",16.38,6.867502119,punctate,17.63,17.41,1.07,0,punctate,16.51,5.37,1,0,punctate,18.91,5.47,1.15,0,punctate,punctate,16.2654115,3.232965699,0.992695466,0,punctate
YBR089W,YBR089W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; almost completely overlaps the verified gene POL30",18.5,5.219134593,below threshold,13.49,4.47,0.72,0,cytosol,17.12,4.21,0.92,0,cytosol,19.94,3.76,1.07,0,cytosol,below threshold,18.3568605,4.136793461,0.991692882,0,below threshold
YDR499W,LCD1,Essential protein required for the DNA integrity checkpoint pathways; interacts physically with Mec1p; putative homolog of S. pombe Rad26 and human ATRIP,19.32,4.132249976,below threshold,17.84,8.68,0.92,0,cytosol,18.5,4.49,0.95,0,cytosol,14.18,2.78,0.73,0,cytosol,below threshold,19.13904125,3.101189862,0.989921599,0,below threshold
YBR024W,SCO2,"Protein anchored to the mitochondrial inner membrane, similar to Sco1p and may have a redundant function with Sco1p in delivery of copper to cytochrome c oxidase; interacts with Cox2p",13.49,3.853527399,below threshold,13.11,4.19,0.97,0,cytosol,14.57,2.67,1.08,0,cytosol,13.79,2.24,1.02,0,cytosol,below threshold,16.02351625,2.083642406,1.187182858,0,below threshold
YIR033W,MGA2,"ER membrane protein involved in regulation of OLE1 transcription, acts with homolog Spt23p; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting",17.32,4.784656202,below threshold,21.97,7.13,1.26,0,cytosol,20.28,4.38,1.17,0,cytosol,16.97,3.88,0.97,0,cytosol,below threshold,15.42207625,1.667192239,0.889941866,0,below threshold
YNL295W,YNL295W,Putative protein of unknown function,16.79,3.897829086,below threshold,18.68,5.93,1.11,0,cytosol,16.49,3.45,0.98,0,cytosol,16.59,3.02,0.98,0,cytosol,below threshold,16.44344325,2.475818497,0.978421604,0,below threshold
YLR321C,SFH1,Component of the RSC chromatin remodeling complex; essential gene required for cell cycle progression and maintenance of proper ploidy; phosphorylated in the G1 phase of the cell cycle; Snf5p paralog,18.43,4.30082828,below threshold,15.47,6.57,0.83,0,cytosol,16.95,3.89,0.91,0,cytosol,13.29,2.84,0.72,0,cytosol,below threshold,18.1974195,2.762532786,0.987246145,0,below threshold
